Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US250092091001,250092091001,"Block Group 1, Census Tract 2091, Essex County, Massachusetts",1416,340,1384,358,0,12,0,12,0,12,0,12,0,12,32,51,0,12,32,51
1500000US250092091002,250092091002,"Block Group 2, Census Tract 2091, Essex County, Massachusetts",853,332,582,264,2,4,0,12,247,214,0,12,0,12,22,33,0,12,22,33
1500000US250092091003,250092091003,"Block Group 3, Census Tract 2091, Essex County, Massachusetts",1362,310,1324,291,0,12,0,12,38,65,0,12,0,12,0,12,0,12,0,12
1500000US250092091004,250092091004,"Block Group 4, Census Tract 2091, Essex County, Massachusetts",1034,276,915,270,0,12,0,12,119,138,0,12,0,12,0,12,0,12,0,12
1500000US250092091005,250092091005,"Block Group 5, Census Tract 2091, Essex County, Massachusetts",2074,536,1829,461,64,81,0,12,68,113,0,12,113,175,0,12,0,12,0,12
1500000US250092092001,250092092001,"Block Group 1, Census Tract 2092, Essex County, Massachusetts",1435,269,1435,269,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092092002,250092092002,"Block Group 2, Census Tract 2092, Essex County, Massachusetts",1581,208,1439,221,0,12,0,12,102,94,0,12,0,12,40,46,0,12,40,46
1500000US250092092003,250092092003,"Block Group 3, Census Tract 2092, Essex County, Massachusetts",1334,256,1259,249,6,13,0,12,68,71,0,12,1,2,0,12,0,12,0,12
1500000US250092092004,250092092004,"Block Group 4, Census Tract 2092, Essex County, Massachusetts",1643,227,1620,232,1,4,0,12,0,12,0,12,0,12,22,35,0,12,22,35
1500000US250092101001,250092101001,"Block Group 1, Census Tract 2101, Essex County, Massachusetts",2204,339,2020,290,183,197,0,12,0,12,0,12,0,12,1,3,0,12,1,3
1500000US250092101002,250092101002,"Block Group 2, Census Tract 2101, Essex County, Massachusetts",1738,398,1638,410,0,12,81,139,0,12,0,12,0,12,19,31,0,12,19,31
1500000US250092101003,250092101003,"Block Group 3, Census Tract 2101, Essex County, Massachusetts",1251,319,1251,319,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092101004,250092101004,"Block Group 4, Census Tract 2101, Essex County, Massachusetts",1297,344,1297,344,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092102001,250092102001,"Block Group 1, Census Tract 2102, Essex County, Massachusetts",1215,260,1201,264,14,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092102002,250092102002,"Block Group 2, Census Tract 2102, Essex County, Massachusetts",1811,301,1633,306,31,35,0,12,0,12,0,12,47,72,100,94,0,12,100,94
1500000US250092102003,250092102003,"Block Group 3, Census Tract 2102, Essex County, Massachusetts",2394,354,2376,353,1,3,0,12,16,18,0,12,0,12,1,3,0,12,1,3
1500000US250092103001,250092103001,"Block Group 1, Census Tract 2103, Essex County, Massachusetts",1808,493,1533,495,5,10,0,12,169,170,0,12,97,139,4,9,0,12,4,9
1500000US250092103002,250092103002,"Block Group 2, Census Tract 2103, Essex County, Massachusetts",3525,574,3172,420,54,84,0,12,59,101,0,12,51,65,189,237,0,12,189,237
1500000US250092103003,250092103003,"Block Group 3, Census Tract 2103, Essex County, Massachusetts",3380,700,3243,673,137,167,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092104001,250092104001,"Block Group 1, Census Tract 2104, Essex County, Massachusetts",1770,507,1726,519,44,65,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092104002,250092104002,"Block Group 2, Census Tract 2104, Essex County, Massachusetts",1355,544,972,383,383,506,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092104003,250092104003,"Block Group 3, Census Tract 2104, Essex County, Massachusetts",1924,413,1853,400,57,96,0,12,14,23,0,12,0,12,0,12,0,12,0,12
1500000US250092104004,250092104004,"Block Group 4, Census Tract 2104, Essex County, Massachusetts",2198,628,2104,637,0,12,0,12,94,151,0,12,0,12,0,12,0,12,0,12
1500000US250092105001,250092105001,"Block Group 1, Census Tract 2105, Essex County, Massachusetts",939,318,680,268,157,246,0,12,102,135,0,12,0,12,0,12,0,12,0,12
1500000US250092105002,250092105002,"Block Group 2, Census Tract 2105, Essex County, Massachusetts",2809,477,2662,478,33,52,0,12,12,21,0,12,0,12,102,99,0,12,102,99
1500000US250092105003,250092105003,"Block Group 3, Census Tract 2105, Essex County, Massachusetts",1275,316,1275,316,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092105004,250092105004,"Block Group 4, Census Tract 2105, Essex County, Massachusetts",1345,401,1345,401,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092106001,250092106001,"Block Group 1, Census Tract 2106, Essex County, Massachusetts",2005,439,1473,370,125,97,10,17,44,49,0,12,273,289,80,62,0,12,80,62
1500000US250092106002,250092106002,"Block Group 2, Census Tract 2106, Essex County, Massachusetts",827,277,809,264,18,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092106003,250092106003,"Block Group 3, Census Tract 2106, Essex County, Massachusetts",1278,266,1034,234,164,216,0,12,0,12,0,12,22,34,58,58,22,34,36,46
1500000US250092106004,250092106004,"Block Group 4, Census Tract 2106, Essex County, Massachusetts",547,160,547,160,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092107001,250092107001,"Block Group 1, Census Tract 2107, Essex County, Massachusetts",1431,374,1200,374,71,61,0,12,0,12,0,12,72,64,88,80,44,60,44,47
1500000US250092107002,250092107002,"Block Group 2, Census Tract 2107, Essex County, Massachusetts",1013,220,744,186,80,87,0,12,0,12,0,12,116,84,73,61,50,54,23,33
1500000US250092107003,250092107003,"Block Group 3, Census Tract 2107, Essex County, Massachusetts",1058,308,730,181,43,59,0,12,0,12,0,12,262,229,23,28,10,16,13,22
1500000US250092107004,250092107004,"Block Group 4, Census Tract 2107, Essex County, Massachusetts",815,262,788,246,0,12,0,12,0,12,0,12,0,12,27,46,0,12,27,46
1500000US250092108001,250092108001,"Block Group 1, Census Tract 2108, Essex County, Massachusetts",1172,409,1001,383,0,12,0,12,0,12,0,12,0,12,171,197,49,84,122,179
1500000US250092108002,250092108002,"Block Group 2, Census Tract 2108, Essex County, Massachusetts",1906,548,1592,491,0,12,0,12,0,12,0,12,0,12,314,288,62,100,252,230
1500000US250092108003,250092108003,"Block Group 3, Census Tract 2108, Essex County, Massachusetts",2006,453,1544,445,118,121,0,12,163,234,0,12,164,163,17,27,17,27,0,12
1500000US250092109001,250092109001,"Block Group 1, Census Tract 2109, Essex County, Massachusetts",1458,302,1332,313,0,12,0,12,0,12,0,12,125,133,1,14,0,12,1,14
1500000US250092109002,250092109002,"Block Group 2, Census Tract 2109, Essex County, Massachusetts",1005,185,911,184,0,12,0,12,21,24,0,12,73,102,0,12,0,12,0,12
1500000US250092109003,250092109003,"Block Group 3, Census Tract 2109, Essex County, Massachusetts",1851,240,1494,221,58,64,0,12,28,43,0,12,179,122,92,61,9,15,83,60
1500000US250092111001,250092111001,"Block Group 1, Census Tract 2111, Essex County, Massachusetts",801,191,801,191,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092111002,250092111002,"Block Group 2, Census Tract 2111, Essex County, Massachusetts",1160,241,1113,248,39,59,0,12,4,8,0,12,4,8,0,12,0,12,0,12
1500000US250092111003,250092111003,"Block Group 3, Census Tract 2111, Essex County, Massachusetts",1072,183,988,169,1,5,0,12,46,66,0,12,37,57,0,12,0,12,0,12
1500000US250092111004,250092111004,"Block Group 4, Census Tract 2111, Essex County, Massachusetts",1151,267,913,263,6,12,0,12,116,151,0,12,93,106,23,35,0,12,23,35
1500000US250092112001,250092112001,"Block Group 1, Census Tract 2112, Essex County, Massachusetts",985,232,966,225,0,12,0,12,19,30,0,12,0,12,0,12,0,12,0,12
1500000US250092112002,250092112002,"Block Group 2, Census Tract 2112, Essex County, Massachusetts",1184,251,1184,251,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092112003,250092112003,"Block Group 3, Census Tract 2112, Essex County, Massachusetts",1673,335,1656,338,0,12,0,12,0,12,0,12,0,12,17,29,0,12,17,29
1500000US250092112004,250092112004,"Block Group 4, Census Tract 2112, Essex County, Massachusetts",2284,631,2084,615,2,3,15,26,0,12,0,12,50,83,133,148,0,12,133,148
1500000US250092113001,250092113001,"Block Group 1, Census Tract 2113, Essex County, Massachusetts",1879,395,1860,395,15,24,0,12,0,12,0,12,4,9,0,12,0,12,0,12
1500000US250092113002,250092113002,"Block Group 2, Census Tract 2113, Essex County, Massachusetts",1617,330,1544,328,4,8,0,12,0,12,0,12,7,11,62,74,0,12,62,74
1500000US250092113003,250092113003,"Block Group 3, Census Tract 2113, Essex County, Massachusetts",3245,471,3183,475,0,12,0,12,34,38,0,12,10,23,18,29,0,12,18,29
1500000US250092114011,250092114011,"Block Group 1, Census Tract 2114.01, Essex County, Massachusetts",4186,256,3618,339,35,35,0,12,331,188,0,12,100,132,102,72,24,27,78,63
1500000US250092114021,250092114021,"Block Group 1, Census Tract 2114.02, Essex County, Massachusetts",1134,241,1086,225,0,12,0,12,16,26,0,12,0,12,32,41,0,12,32,41
1500000US250092114022,250092114022,"Block Group 2, Census Tract 2114.02, Essex County, Massachusetts",1546,234,1452,248,42,68,0,12,35,55,0,12,0,12,17,28,17,28,0,12
1500000US250092114023,250092114023,"Block Group 3, Census Tract 2114.02, Essex County, Massachusetts",2846,488,2639,488,175,184,0,12,11,21,0,12,0,12,21,38,0,12,21,38
1500000US250092114024,250092114024,"Block Group 4, Census Tract 2114.02, Essex County, Massachusetts",764,146,761,147,0,12,0,12,0,12,0,12,0,12,3,8,0,12,3,8
1500000US250092121001,250092121001,"Block Group 1, Census Tract 2121, Essex County, Massachusetts",1248,450,1190,424,0,12,0,12,12,19,0,12,46,78,0,12,0,12,0,12
1500000US250092121002,250092121002,"Block Group 2, Census Tract 2121, Essex County, Massachusetts",2588,613,2492,594,0,12,0,12,0,12,0,12,0,12,96,90,0,12,96,90
1500000US250092121003,250092121003,"Block Group 3, Census Tract 2121, Essex County, Massachusetts",1903,465,1854,458,0,12,0,12,47,72,0,12,2,4,0,12,0,12,0,12
1500000US250092121004,250092121004,"Block Group 4, Census Tract 2121, Essex County, Massachusetts",3917,708,3202,560,244,216,0,12,46,45,3,5,188,109,234,140,4,7,230,140
1500000US250092131001,250092131001,"Block Group 1, Census Tract 2131, Essex County, Massachusetts",2146,413,1924,415,0,12,0,12,97,102,0,12,0,12,125,144,0,12,125,144
1500000US250092131002,250092131002,"Block Group 2, Census Tract 2131, Essex County, Massachusetts",1209,311,1150,307,0,12,0,12,0,12,0,12,0,12,59,89,0,12,59,89
1500000US250092131003,250092131003,"Block Group 3, Census Tract 2131, Essex County, Massachusetts",1742,390,1715,394,0,12,0,12,0,12,0,12,0,12,27,43,0,12,27,43
1500000US250092131004,250092131004,"Block Group 4, Census Tract 2131, Essex County, Massachusetts",559,217,530,223,0,12,0,12,14,22,0,12,0,12,15,26,0,12,15,26
1500000US250092131005,250092131005,"Block Group 5, Census Tract 2131, Essex County, Massachusetts",2572,419,2267,296,0,12,0,12,285,273,0,12,0,12,20,31,0,12,20,31
1500000US250092141001,250092141001,"Block Group 1, Census Tract 2141, Essex County, Massachusetts",1406,292,1362,282,0,12,0,12,23,37,0,12,0,12,21,33,0,12,21,33
1500000US250092141002,250092141002,"Block Group 2, Census Tract 2141, Essex County, Massachusetts",1715,318,1714,318,0,12,0,12,0,12,0,12,1,3,0,12,0,12,0,12
1500000US250092141003,250092141003,"Block Group 3, Census Tract 2141, Essex County, Massachusetts",2365,345,2215,359,0,12,0,12,126,113,0,12,0,12,24,37,0,12,24,37
1500000US250092141004,250092141004,"Block Group 4, Census Tract 2141, Essex County, Massachusetts",1010,281,953,279,3,8,0,12,23,34,0,12,20,26,11,25,0,12,11,25
1500000US250092151011,250092151011,"Block Group 1, Census Tract 2151.01, Essex County, Massachusetts",1901,258,1808,264,6,10,0,12,37,45,11,18,0,12,39,44,0,12,39,44
1500000US250092151012,250092151012,"Block Group 2, Census Tract 2151.01, Essex County, Massachusetts",2115,284,1668,268,73,94,0,12,351,225,0,12,19,30,4,5,3,5,1,2
1500000US250092151013,250092151013,"Block Group 3, Census Tract 2151.01, Essex County, Massachusetts",881,219,881,219,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092151021,250092151021,"Block Group 1, Census Tract 2151.02, Essex County, Massachusetts",560,166,560,166,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092151022,250092151022,"Block Group 2, Census Tract 2151.02, Essex County, Massachusetts",773,178,773,178,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092151023,250092151023,"Block Group 3, Census Tract 2151.02, Essex County, Massachusetts",1133,260,1117,262,0,12,0,12,0,12,16,28,0,12,0,12,0,12,0,12
1500000US250092151024,250092151024,"Block Group 4, Census Tract 2151.02, Essex County, Massachusetts",628,143,537,126,0,12,0,12,21,26,0,12,34,48,36,42,0,12,36,42
1500000US250092161001,250092161001,"Block Group 1, Census Tract 2161, Essex County, Massachusetts",1180,173,1174,173,0,12,0,12,6,11,0,12,0,12,0,12,0,12,0,12
1500000US250092161002,250092161002,"Block Group 2, Census Tract 2161, Essex County, Massachusetts",1857,224,1825,221,0,12,0,12,32,32,0,12,0,12,0,12,0,12,0,12
1500000US250092161003,250092161003,"Block Group 3, Census Tract 2161, Essex County, Massachusetts",2142,210,1825,201,97,39,0,12,122,50,0,12,55,33,43,33,18,21,25,25
1500000US250092171001,250092171001,"Block Group 1, Census Tract 2171, Essex County, Massachusetts",2998,421,2614,353,72,80,0,12,200,125,0,12,82,82,30,48,0,12,30,48
1500000US250092171002,250092171002,"Block Group 2, Census Tract 2171, Essex County, Massachusetts",2827,388,2696,396,20,33,20,32,14,23,0,12,28,44,49,81,0,12,49,81
1500000US250092171003,250092171003,"Block Group 3, Census Tract 2171, Essex County, Massachusetts",1379,290,1364,283,0,12,0,12,5,10,0,12,4,9,6,14,0,12,6,14
1500000US250092172011,250092172011,"Block Group 1, Census Tract 2172.01, Essex County, Massachusetts",1230,228,1203,226,0,12,9,17,0,12,0,12,0,12,18,19,0,12,18,19
1500000US250092172012,250092172012,"Block Group 2, Census Tract 2172.01, Essex County, Massachusetts",1205,188,1171,181,0,12,0,12,34,50,0,12,0,12,0,12,0,12,0,12
1500000US250092172013,250092172013,"Block Group 3, Census Tract 2172.01, Essex County, Massachusetts",1747,230,1653,228,4,6,0,12,36,45,0,12,0,12,54,41,0,12,54,41
1500000US250092172021,250092172021,"Block Group 1, Census Tract 2172.02, Essex County, Massachusetts",871,167,871,167,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092172022,250092172022,"Block Group 2, Census Tract 2172.02, Essex County, Massachusetts",775,171,775,171,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092172023,250092172023,"Block Group 3, Census Tract 2172.02, Essex County, Massachusetts",933,269,911,267,0,12,0,12,9,13,0,12,0,12,13,22,0,12,13,22
1500000US250092172024,250092172024,"Block Group 4, Census Tract 2172.02, Essex County, Massachusetts",1032,176,999,177,0,12,0,12,0,12,0,12,33,50,0,12,0,12,0,12
1500000US250092173001,250092173001,"Block Group 1, Census Tract 2173, Essex County, Massachusetts",605,341,492,296,27,43,0,12,0,12,0,12,0,12,86,134,0,12,86,134
1500000US250092173002,250092173002,"Block Group 2, Census Tract 2173, Essex County, Massachusetts",984,232,888,229,9,15,0,12,70,71,0,12,16,27,1,2,0,12,1,2
1500000US250092173003,250092173003,"Block Group 3, Census Tract 2173, Essex County, Massachusetts",1362,343,1333,345,0,12,0,12,0,12,0,12,0,12,29,43,0,12,29,43
1500000US250092173004,250092173004,"Block Group 4, Census Tract 2173, Essex County, Massachusetts",718,214,718,214,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092173005,250092173005,"Block Group 5, Census Tract 2173, Essex County, Massachusetts",1092,372,995,355,23,36,0,12,9,13,0,12,54,61,11,17,0,12,11,17
1500000US250092174001,250092174001,"Block Group 1, Census Tract 2174, Essex County, Massachusetts",527,190,513,190,0,12,0,12,0,12,0,12,0,12,14,23,0,12,14,23
1500000US250092174002,250092174002,"Block Group 2, Census Tract 2174, Essex County, Massachusetts",2009,427,1814,389,71,125,0,12,92,96,0,12,0,12,32,50,0,12,32,50
1500000US250092174003,250092174003,"Block Group 3, Census Tract 2174, Essex County, Massachusetts",1706,409,1579,372,0,12,0,12,34,56,0,12,0,12,93,80,0,12,93,80
1500000US250092174004,250092174004,"Block Group 4, Census Tract 2174, Essex County, Massachusetts",1900,494,1800,485,11,102,0,12,0,12,0,12,57,66,32,43,0,12,32,43
1500000US250092175001,250092175001,"Block Group 1, Census Tract 2175, Essex County, Massachusetts",1010,293,916,274,0,12,0,12,25,41,0,12,19,31,50,61,50,61,0,12
1500000US250092175002,250092175002,"Block Group 2, Census Tract 2175, Essex County, Massachusetts",1501,446,1466,455,0,12,0,12,18,28,0,12,0,12,17,28,0,12,17,28
1500000US250092175003,250092175003,"Block Group 3, Census Tract 2175, Essex County, Massachusetts",965,201,905,195,15,24,0,12,12,19,0,12,0,12,33,39,0,12,33,39
1500000US250092175004,250092175004,"Block Group 4, Census Tract 2175, Essex County, Massachusetts",757,174,736,171,0,12,0,12,0,12,0,12,0,12,21,34,0,12,21,34
1500000US250092175005,250092175005,"Block Group 5, Census Tract 2175, Essex County, Massachusetts",901,188,870,193,10,19,0,12,0,12,0,12,0,12,21,26,8,17,13,21
1500000US250092175006,250092175006,"Block Group 6, Census Tract 2175, Essex County, Massachusetts",1436,262,1354,266,3,6,0,12,15,19,0,12,3,6,61,72,3,6,58,69
1500000US250092176001,250092176001,"Block Group 1, Census Tract 2176, Essex County, Massachusetts",2507,361,2507,361,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092176002,250092176002,"Block Group 2, Census Tract 2176, Essex County, Massachusetts",717,233,717,233,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092176003,250092176003,"Block Group 3, Census Tract 2176, Essex County, Massachusetts",1099,276,1083,279,16,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092176004,250092176004,"Block Group 4, Census Tract 2176, Essex County, Massachusetts",1807,397,1729,395,43,42,0,12,18,28,17,27,0,12,0,12,0,12,0,12
1500000US250092176005,250092176005,"Block Group 5, Census Tract 2176, Essex County, Massachusetts",2831,368,2596,369,82,44,0,12,84,44,0,12,19,23,50,36,0,12,50,36
1500000US250092181001,250092181001,"Block Group 1, Census Tract 2181, Essex County, Massachusetts",1240,297,1188,305,0,12,0,12,0,12,0,12,21,34,31,48,0,12,31,48
1500000US250092181002,250092181002,"Block Group 2, Census Tract 2181, Essex County, Massachusetts",742,299,726,298,0,12,0,12,16,25,0,12,0,12,0,12,0,12,0,12
1500000US250092181003,250092181003,"Block Group 3, Census Tract 2181, Essex County, Massachusetts",829,196,814,194,0,12,0,12,15,24,0,12,0,12,0,12,0,12,0,12
1500000US250092181004,250092181004,"Block Group 4, Census Tract 2181, Essex County, Massachusetts",1727,383,1727,383,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092181005,250092181005,"Block Group 5, Census Tract 2181, Essex County, Massachusetts",789,276,788,277,0,12,0,12,0,12,0,12,0,12,1,6,0,12,1,6
1500000US250092201011,250092201011,"Block Group 1, Census Tract 2201.01, Essex County, Massachusetts",639,150,633,148,0,12,0,12,0,12,0,12,6,10,0,12,0,12,0,12
1500000US250092201012,250092201012,"Block Group 2, Census Tract 2201.01, Essex County, Massachusetts",937,198,930,197,0,12,0,12,4,8,0,12,3,9,0,12,0,12,0,12
1500000US250092201013,250092201013,"Block Group 3, Census Tract 2201.01, Essex County, Massachusetts",1056,246,1026,247,0,12,14,23,0,12,9,14,0,12,7,11,0,12,7,11
1500000US250092201014,250092201014,"Block Group 4, Census Tract 2201.01, Essex County, Massachusetts",1514,279,1503,279,11,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092201021,250092201021,"Block Group 1, Census Tract 2201.02, Essex County, Massachusetts",2333,315,2233,279,0,12,0,12,0,12,0,12,91,145,9,15,0,12,9,15
1500000US250092201022,250092201022,"Block Group 2, Census Tract 2201.02, Essex County, Massachusetts",705,235,693,233,0,12,0,12,0,12,0,12,0,12,12,23,0,12,12,23
1500000US250092211001,250092211001,"Block Group 1, Census Tract 2211, Essex County, Massachusetts",1329,245,1319,244,0,12,0,12,10,16,0,12,0,12,0,12,0,12,0,12
1500000US250092211002,250092211002,"Block Group 2, Census Tract 2211, Essex County, Massachusetts",1695,256,1695,256,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092211003,250092211003,"Block Group 3, Census Tract 2211, Essex County, Massachusetts",1350,276,1249,265,38,43,0,12,51,53,0,12,12,18,0,12,0,12,0,12
1500000US250092213001,250092213001,"Block Group 1, Census Tract 2213, Essex County, Massachusetts",1466,292,1466,292,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092213002,250092213002,"Block Group 2, Census Tract 2213, Essex County, Massachusetts",1112,270,1112,270,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092213003,250092213003,"Block Group 3, Census Tract 2213, Essex County, Massachusetts",655,310,655,310,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092213004,250092213004,"Block Group 4, Census Tract 2213, Essex County, Massachusetts",1324,326,1290,315,0,12,34,51,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092214001,250092214001,"Block Group 1, Census Tract 2214, Essex County, Massachusetts",950,198,841,185,6,12,0,12,22,38,0,12,81,127,0,12,0,12,0,12
1500000US250092214002,250092214002,"Block Group 2, Census Tract 2214, Essex County, Massachusetts",1804,277,1609,264,49,78,0,12,36,43,0,12,87,138,23,38,0,12,23,38
1500000US250092214003,250092214003,"Block Group 3, Census Tract 2214, Essex County, Massachusetts",562,197,512,178,22,35,0,12,0,12,0,12,0,12,28,45,0,12,28,45
1500000US250092215001,250092215001,"Block Group 1, Census Tract 2215, Essex County, Massachusetts",1685,285,1679,288,0,12,0,12,0,12,0,12,6,14,0,12,0,12,0,12
1500000US250092215002,250092215002,"Block Group 2, Census Tract 2215, Essex County, Massachusetts",1267,268,1253,269,14,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092216001,250092216001,"Block Group 1, Census Tract 2216, Essex County, Massachusetts",870,231,724,203,58,64,0,12,38,59,0,12,27,39,23,25,0,12,23,25
1500000US250092216002,250092216002,"Block Group 2, Census Tract 2216, Essex County, Massachusetts",1093,261,973,243,120,161,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092216003,250092216003,"Block Group 3, Census Tract 2216, Essex County, Massachusetts",822,151,766,153,24,26,0,12,13,19,0,12,0,12,19,31,0,12,19,31
1500000US250092217001,250092217001,"Block Group 1, Census Tract 2217, Essex County, Massachusetts",1166,211,1087,203,0,12,0,12,0,12,0,12,0,12,79,103,0,12,79,103
1500000US250092217002,250092217002,"Block Group 2, Census Tract 2217, Essex County, Massachusetts",1651,220,1610,211,0,12,0,12,41,54,0,12,0,12,0,12,0,12,0,12
1500000US250092218001,250092218001,"Block Group 1, Census Tract 2218, Essex County, Massachusetts",936,126,936,126,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092218002,250092218002,"Block Group 2, Census Tract 2218, Essex County, Massachusetts",880,155,880,155,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092219011,250092219011,"Block Group 1, Census Tract 2219.01, Essex County, Massachusetts",2317,244,2280,244,0,12,0,12,16,26,0,12,0,12,21,31,0,12,21,31
1500000US250092219012,250092219012,"Block Group 2, Census Tract 2219.01, Essex County, Massachusetts",941,204,941,204,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092219021,250092219021,"Block Group 1, Census Tract 2219.02, Essex County, Massachusetts",1659,288,1537,284,44,55,0,12,67,109,0,12,0,12,11,17,0,12,11,17
1500000US250092219022,250092219022,"Block Group 2, Census Tract 2219.02, Essex County, Massachusetts",2324,291,2175,298,18,21,0,12,37,58,0,12,0,12,94,130,0,12,94,130
1500000US250092221001,250092221001,"Block Group 1, Census Tract 2221, Essex County, Massachusetts",1203,220,1192,217,0,12,0,12,0,12,0,12,0,12,11,19,0,12,11,19
1500000US250092221002,250092221002,"Block Group 2, Census Tract 2221, Essex County, Massachusetts",1319,222,1319,222,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250092221003,250092221003,"Block Group 3, Census Tract 2221, Essex County, Massachusetts",1165,199,1147,200,0,12,0,12,0,12,0,12,9,15,9,14,9,14,0,12
1500000US250092231001,250092231001,"Block Group 1, Census Tract 2231, Essex County, Massachusetts",1990,272,1784,265,85,87,0,12,14,22,0,12,53,86,54,66,0,12,54,66
1500000US250092231002,250092231002,"Block Group 2, Census Tract 2231, Essex County, Massachusetts",2568,276,2496,273,24,26,0,12,9,14,0,12,0,12,39,37,0,12,39,37
1500000US250092232001,250092232001,"Block Group 1, Census Tract 2232, Essex County, Massachusetts",1288,170,1222,166,0,12,0,12,24,27,0,12,18,28,24,28,0,12,24,28
1500000US250092232002,250092232002,"Block Group 2, Census Tract 2232, Essex County, Massachusetts",1426,241,1396,237,8,13,0,12,10,15,0,12,0,12,12,18,12,18,0,12
1500000US250092232003,250092232003,"Block Group 3, Census Tract 2232, Essex County, Massachusetts",824,149,801,145,0,12,0,12,0,12,0,12,23,35,0,12,0,12,0,12
1500000US250092233001,250092233001,"Block Group 1, Census Tract 2233, Essex County, Massachusetts",2193,451,2181,451,0,12,0,12,12,18,0,12,0,12,0,12,0,12,0,12
1500000US250092233002,250092233002,"Block Group 2, Census Tract 2233, Essex County, Massachusetts",2488,371,2485,371,1,3,0,12,0,12,0,12,0,12,2,5,1,3,1,3
1500000US250092233003,250092233003,"Block Group 3, Census Tract 2233, Essex County, Massachusetts",1033,311,944,289,0,12,0,12,26,30,0,12,63,105,0,12,0,12,0,12
1500000US250092501001,250092501001,"Block Group 1, Census Tract 2501, Essex County, Massachusetts",2830,235,1191,257,271,141,0,12,0,12,0,12,1315,328,53,46,11,14,42,42
1500000US250092502001,250092502001,"Block Group 1, Census Tract 2502, Essex County, Massachusetts",2025,450,1050,320,63,64,0,12,0,12,0,12,862,380,50,75,0,12,50,75
1500000US250092502002,250092502002,"Block Group 2, Census Tract 2502, Essex County, Massachusetts",1747,520,1211,504,47,49,0,12,0,12,0,12,403,310,86,134,0,12,86,134
1500000US250092502003,250092502003,"Block Group 3, Census Tract 2502, Essex County, Massachusetts",1008,284,649,294,169,129,0,12,0,12,0,12,190,142,0,12,0,12,0,12
1500000US250092502004,250092502004,"Block Group 4, Census Tract 2502, Essex County, Massachusetts",893,323,549,215,46,72,0,12,0,12,0,12,298,239,0,12,0,12,0,12
